SiteName	ProductName	Date	InventoryLevel	OrderQuantity	OrderInTransit	Demand	ScenarioID	ScenarioStepNumber
DC	PRODUCT	06/01/2018 00:00:00	2222	0	0	0	0	1
DC	PRODUCT	06/02/2018 00:00:00	2222	0	0	0	0	1
DC	PRODUCT	06/03/2018 00:00:00	2222	0	0	0	0	1
DC	PRODUCT	06/04/2018 00:00:00	1836	386	386	386	0	1
DC	PRODUCT	06/05/2018 00:00:00	1836	0	386	0	0	1
DC	PRODUCT	06/06/2018 00:00:00	1836	0	386	0	0	1
DC	PRODUCT	06/07/2018 00:00:00	1836	0	386	0	0	1
DC	PRODUCT	06/08/2018 00:00:00	1836	0	386	0	0	1
DC	PRODUCT	06/09/2018 00:00:00	1836	0	386	0	0	1
DC	PRODUCT	06/10/2018 00:00:00	1836	0	386	0	0	1
DC	PRODUCT	06/11/2018 00:00:00	400	1559	1945	1436	0	1
DC	PRODUCT	06/12/2018 00:00:00	400	0	1945	0	0	1
DC	PRODUCT	06/13/2018 00:00:00	400	0	1945	0	0	1
DC	PRODUCT	06/14/2018 00:00:00	400	0	1945	0	0	1
DC	PRODUCT	06/15/2018 00:00:00	400	0	1945	0	0	1
DC	PRODUCT	06/16/2018 00:00:00	400	0	1945	0	0	1
DC	PRODUCT	06/17/2018 00:00:00	786	1042	2601	0	0	1
DC	PRODUCT	06/18/2018 00:00:00	-652	1438	4039	1438	0	1
DC	PRODUCT	06/19/2018 00:00:00	-652	0	4039	0	0	1
DC	PRODUCT	06/20/2018 00:00:00	-652	0	4039	0	0	1
DC	PRODUCT	06/21/2018 00:00:00	-652	0	4039	0	0	1
DC	PRODUCT	06/22/2018 00:00:00	-652	0	4039	0	0	1
DC	PRODUCT	06/23/2018 00:00:00	-652	0	4039	0	0	1
DC	PRODUCT	06/24/2018 00:00:00	907	0	2480	0	0	1
DC	PRODUCT	06/25/2018 00:00:00	-799	1495	3975	1706	0	1
DC	PRODUCT	06/26/2018 00:00:00	-799	0	3975	0	0	1
DC	PRODUCT	06/27/2018 00:00:00	-799	0	3975	0	0	1
DC	PRODUCT	06/28/2018 00:00:00	-799	0	3975	0	0	1
DC	PRODUCT	06/29/2018 00:00:00	-799	0	3975	0	0	1
DC	PRODUCT	06/30/2018 00:00:00	243	0	2933	0	0	1
DC	PRODUCT	07/01/2018 00:00:00	1681	0	1495	0	0	1
DC	PRODUCT	07/02/2018 00:00:00	65	1041	2536	1616	0	1
DC	PRODUCT	07/03/2018 00:00:00	65	0	2536	0	0	1
DC	PRODUCT	07/04/2018 00:00:00	65	0	2536	0	0	1
DC	PRODUCT	07/05/2018 00:00:00	65	0	2536	0	0	1
DC	PRODUCT	07/06/2018 00:00:00	65	0	2536	0	0	1
DC	PRODUCT	07/07/2018 00:00:00	65	0	2536	0	0	1
DC	PRODUCT	07/08/2018 00:00:00	1560	0	1041	0	0	1
DC	PRODUCT	07/09/2018 00:00:00	128	1835	2876	1432	0	1
DC	PRODUCT	07/10/2018 00:00:00	128	0	2876	0	0	1
DC	PRODUCT	07/11/2018 00:00:00	128	0	2876	0	0	1
DC	PRODUCT	07/12/2018 00:00:00	128	0	2876	0	0	1
DC	PRODUCT	07/13/2018 00:00:00	128	0	2876	0	0	1
DC	PRODUCT	07/14/2018 00:00:00	128	0	2876	0	0	1
DC	PRODUCT	07/15/2018 00:00:00	1169	0	1835	0	0	1
DC	PRODUCT	07/16/2018 00:00:00	-427	1136	2971	1596	0	1
DC	PRODUCT	07/17/2018 00:00:00	-427	0	2971	0	0	1
DC	PRODUCT	07/18/2018 00:00:00	-427	0	2971	0	0	1
DC	PRODUCT	07/19/2018 00:00:00	-427	0	2971	0	0	1
DC	PRODUCT	07/20/2018 00:00:00	-427	0	2971	0	0	1
DC	PRODUCT	07/21/2018 00:00:00	-427	0	2971	0	0	1
DC	PRODUCT	07/22/2018 00:00:00	1408	0	1136	0	0	1
DC	PRODUCT	07/23/2018 00:00:00	-408	2362	3498	1816	0	1
DC	PRODUCT	07/24/2018 00:00:00	-408	0	3498	0	0	1
DC	PRODUCT	07/25/2018 00:00:00	-408	0	3498	0	0	1
DC	PRODUCT	07/26/2018 00:00:00	-408	0	3498	0	0	1
DC	PRODUCT	07/27/2018 00:00:00	-408	0	3498	0	0	1
DC	PRODUCT	07/28/2018 00:00:00	-408	0	3498	0	0	1
DC	PRODUCT	07/29/2018 00:00:00	728	0	2362	0	0	1
DC	PRODUCT	07/30/2018 00:00:00	-1038	1072	3434	1766	0	1
DC	PRODUCT	07/31/2018 00:00:00	-1038	0	3434	0	0	1
DC	PRODUCT	08/01/2018 00:00:00	-1038	0	3434	0	0	1
DC	PRODUCT	08/02/2018 00:00:00	-1038	0	3434	0	0	1
DC	PRODUCT	08/03/2018 00:00:00	-1038	0	3434	0	0	1
DC	PRODUCT	08/04/2018 00:00:00	-1038	0	3434	0	0	1
DC	PRODUCT	08/05/2018 00:00:00	1324	0	1072	0	0	1
DC	PRODUCT	08/06/2018 00:00:00	422	969	2041	902	0	1
DC	PRODUCT	08/07/2018 00:00:00	422	0	2041	0	0	1
DC	PRODUCT	08/08/2018 00:00:00	422	0	2041	0	0	1
DC	PRODUCT	08/09/2018 00:00:00	422	0	2041	0	0	1
DC	PRODUCT	08/10/2018 00:00:00	422	0	2041	0	0	1
DC	PRODUCT	08/11/2018 00:00:00	422	0	2041	0	0	1
DC	PRODUCT	08/12/2018 00:00:00	1494	0	969	0	0	1
DC	PRODUCT	08/13/2018 00:00:00	190	1074	2043	1304	0	1
DC	PRODUCT	08/14/2018 00:00:00	190	0	2043	0	0	1
DC	PRODUCT	08/15/2018 00:00:00	190	0	2043	0	0	1
DC	PRODUCT	08/16/2018 00:00:00	190	0	2043	0	0	1
DC	PRODUCT	08/17/2018 00:00:00	190	0	2043	0	0	1
DC	PRODUCT	08/18/2018 00:00:00	190	0	2043	0	0	1
DC	PRODUCT	08/19/2018 00:00:00	1159	318	1392	0	0	1
DC	PRODUCT	08/20/2018 00:00:00	-361	1520	2912	1520	0	1
DC	PRODUCT	08/21/2018 00:00:00	-361	0	2912	0	0	1
DC	PRODUCT	08/22/2018 00:00:00	-361	0	2912	0	0	1
DC	PRODUCT	08/23/2018 00:00:00	-361	0	2912	0	0	1
DC	PRODUCT	08/24/2018 00:00:00	-361	0	2912	0	0	1
DC	PRODUCT	08/25/2018 00:00:00	-361	0	2912	0	0	1
DC	PRODUCT	08/26/2018 00:00:00	713	0	1838	0	0	1
DC	PRODUCT	08/27/2018 00:00:00	-883	2237	4075	1596	0	1
DC	PRODUCT	08/28/2018 00:00:00	-883	0	4075	0	0	1
DC	PRODUCT	08/29/2018 00:00:00	-883	0	4075	0	0	1
DC	PRODUCT	08/30/2018 00:00:00	-883	0	4075	0	0	1
DC	PRODUCT	08/31/2018 00:00:00	-883	0	4075	0	0	1
DC	PRODUCT	09/01/2018 00:00:00	-565	0	3757	0	0	1
DC	PRODUCT	09/02/2018 00:00:00	955	0	2237	0	0	1
DC	PRODUCT	09/03/2018 00:00:00	171	0	2237	784	0	1
DC	PRODUCT	09/04/2018 00:00:00	171	0	2237	0	0	1
DC	PRODUCT	09/05/2018 00:00:00	171	0	2237	0	0	1
DC	PRODUCT	09/06/2018 00:00:00	171	0	2237	0	0	1
DC	PRODUCT	09/07/2018 00:00:00	171	0	2237	0	0	1
DC	PRODUCT	09/08/2018 00:00:00	171	0	2237	0	0	1
DC	PRODUCT	09/09/2018 00:00:00	2408	0	0	0	0	1
DC	PRODUCT	09/10/2018 00:00:00	658	1941	1941	1750	0	1
DC	PRODUCT	09/11/2018 00:00:00	658	0	1941	0	0	1
DC	PRODUCT	09/12/2018 00:00:00	658	0	1941	0	0	1
DC	PRODUCT	09/13/2018 00:00:00	658	0	1941	0	0	1
DC	PRODUCT	09/14/2018 00:00:00	658	0	1941	0	0	1
DC	PRODUCT	09/15/2018 00:00:00	658	0	1941	0	0	1
DC	PRODUCT	09/16/2018 00:00:00	658	0	1941	0	0	1
DC	PRODUCT	09/17/2018 00:00:00	-1102	1313	3254	1760	0	1
DC	PRODUCT	09/18/2018 00:00:00	-1102	0	3254	0	0	1
DC	PRODUCT	09/19/2018 00:00:00	-1102	0	3254	0	0	1
DC	PRODUCT	09/20/2018 00:00:00	-1102	0	3254	0	0	1
DC	PRODUCT	09/21/2018 00:00:00	-1102	0	3254	0	0	1
DC	PRODUCT	09/22/2018 00:00:00	-1102	0	3254	0	0	1
DC	PRODUCT	09/23/2018 00:00:00	839	1107	2420	0	0	1
DC	PRODUCT	09/24/2018 00:00:00	315	0	2420	524	0	1
DC	PRODUCT	09/25/2018 00:00:00	315	0	2420	0	0	1
DC	PRODUCT	09/26/2018 00:00:00	315	0	2420	0	0	1
DC	PRODUCT	09/27/2018 00:00:00	315	0	2420	0	0	1
DC	PRODUCT	09/28/2018 00:00:00	315	0	2420	0	0	1
DC	PRODUCT	09/29/2018 00:00:00	315	0	2420	0	0	1
DC	PRODUCT	09/30/2018 00:00:00	1628	0	1107	0	0	1
DC	PRODUCT	10/01/2018 00:00:00	562	677	1784	1066	0	1
DC	PRODUCT	10/02/2018 00:00:00	562	0	1784	0	0	1
DC	PRODUCT	10/03/2018 00:00:00	562	0	1784	0	0	1
DC	PRODUCT	10/04/2018 00:00:00	562	0	1784	0	0	1
DC	PRODUCT	10/05/2018 00:00:00	562	0	1784	0	0	1
DC	PRODUCT	10/06/2018 00:00:00	1669	0	677	0	0	1
DC	PRODUCT	10/07/2018 00:00:00	1669	0	677	0	0	1
DC	PRODUCT	10/08/2018 00:00:00	1233	889	1566	436	0	1
DC	PRODUCT	10/09/2018 00:00:00	1233	0	1566	0	0	1
DC	PRODUCT	10/10/2018 00:00:00	1233	0	1566	0	0	1
DC	PRODUCT	10/11/2018 00:00:00	1233	0	1566	0	0	1
DC	PRODUCT	10/12/2018 00:00:00	1233	0	1566	0	0	1
DC	PRODUCT	10/13/2018 00:00:00	1233	0	1566	0	0	1
DC	PRODUCT	10/14/2018 00:00:00	1910	0	889	0	0	1
DC	PRODUCT	10/15/2018 00:00:00	928	0	889	982	0	1
DC	PRODUCT	10/16/2018 00:00:00	928	0	889	0	0	1
DC	PRODUCT	10/17/2018 00:00:00	928	0	889	0	0	1
DC	PRODUCT	10/18/2018 00:00:00	928	0	889	0	0	1
DC	PRODUCT	10/19/2018 00:00:00	928	0	889	0	0	1
DC	PRODUCT	10/20/2018 00:00:00	928	0	889	0	0	1
DC	PRODUCT	10/21/2018 00:00:00	1817	653	653	0	0	1
DC	PRODUCT	10/22/2018 00:00:00	17	1800	2453	1800	0	1
DC	PRODUCT	10/23/2018 00:00:00	17	0	2453	0	0	1
DC	PRODUCT	10/24/2018 00:00:00	17	0	2453	0	0	1
DC	PRODUCT	10/25/2018 00:00:00	17	0	2453	0	0	1
DC	PRODUCT	10/26/2018 00:00:00	17	0	2453	0	0	1
DC	PRODUCT	10/27/2018 00:00:00	17	0	2453	0	0	1
DC	PRODUCT	10/28/2018 00:00:00	17	0	2453	0	0	1
DC	PRODUCT	10/29/2018 00:00:00	-769	1192	3645	786	0	1
DC	PRODUCT	10/30/2018 00:00:00	-769	0	3645	0	0	1
DC	PRODUCT	10/31/2018 00:00:00	-769	0	3645	0	0	1
DC	PRODUCT	11/01/2018 00:00:00	-769	0	3645	0	0	1
DC	PRODUCT	11/02/2018 00:00:00	-769	0	3645	0	0	1
DC	PRODUCT	11/03/2018 00:00:00	-116	0	2992	0	0	1
DC	PRODUCT	11/04/2018 00:00:00	1684	0	1192	0	0	1
DC	PRODUCT	11/05/2018 00:00:00	1444	0	1192	240	0	1
DC	PRODUCT	11/06/2018 00:00:00	1444	0	1192	0	0	1
DC	PRODUCT	11/07/2018 00:00:00	1444	0	1192	0	0	1
DC	PRODUCT	11/08/2018 00:00:00	1444	0	1192	0	0	1
DC	PRODUCT	11/09/2018 00:00:00	1444	0	1192	0	0	1
DC	PRODUCT	11/10/2018 00:00:00	1444	0	1192	0	0	1
DC	PRODUCT	11/11/2018 00:00:00	2636	0	0	0	0	1
DC	PRODUCT	11/12/2018 00:00:00	1758	542	542	878	0	1
DC	PRODUCT	11/13/2018 00:00:00	1758	0	542	0	0	1
DC	PRODUCT	11/14/2018 00:00:00	1758	0	542	0	0	1
DC	PRODUCT	11/15/2018 00:00:00	1758	0	542	0	0	1
DC	PRODUCT	11/16/2018 00:00:00	1758	0	542	0	0	1
DC	PRODUCT	11/17/2018 00:00:00	1758	0	542	0	0	1
DC	PRODUCT	11/18/2018 00:00:00	1758	0	542	0	0	1
DC	PRODUCT	11/19/2018 00:00:00	1450	1038	1580	308	0	1
DC	PRODUCT	11/20/2018 00:00:00	1450	0	1580	0	0	1
DC	PRODUCT	11/21/2018 00:00:00	1450	0	1580	0	0	1
DC	PRODUCT	11/22/2018 00:00:00	1450	0	1580	0	0	1
DC	PRODUCT	11/23/2018 00:00:00	1450	0	1580	0	0	1
DC	PRODUCT	11/24/2018 00:00:00	1450	0	1580	0	0	1
DC	PRODUCT	11/25/2018 00:00:00	1992	0	1038	0	0	1
DC	PRODUCT	11/26/2018 00:00:00	700	371	1409	1292	0	1
DC	PRODUCT	11/27/2018 00:00:00	700	0	1409	0	0	1
DC	PRODUCT	11/28/2018 00:00:00	700	0	1409	0	0	1
DC	PRODUCT	11/29/2018 00:00:00	700	0	1409	0	0	1
DC	PRODUCT	11/30/2018 00:00:00	700	0	1409	0	0	1
DC	PRODUCT	12/01/2018 00:00:00	700	0	1409	0	0	1
DC	PRODUCT	12/02/2018 00:00:00	1738	1133	1504	0	0	1
DC	PRODUCT	12/03/2018 00:00:00	1172	0	1504	566	0	1
DC	PRODUCT	12/04/2018 00:00:00	1172	0	1504	0	0	1
DC	PRODUCT	12/05/2018 00:00:00	1172	0	1504	0	0	1
DC	PRODUCT	12/06/2018 00:00:00	1172	0	1504	0	0	1
DC	PRODUCT	12/07/2018 00:00:00	1172	0	1504	0	0	1
DC	PRODUCT	12/08/2018 00:00:00	1172	0	1504	0	0	1
DC	PRODUCT	12/09/2018 00:00:00	1543	0	1133	0	0	1
DC	PRODUCT	12/10/2018 00:00:00	-285	1807	2940	1828	0	1
DC	PRODUCT	12/11/2018 00:00:00	-285	0	2940	0	0	1
DC	PRODUCT	12/12/2018 00:00:00	-285	0	2940	0	0	1
DC	PRODUCT	12/13/2018 00:00:00	-285	0	2940	0	0	1
DC	PRODUCT	12/14/2018 00:00:00	-285	0	2940	0	0	1
DC	PRODUCT	12/15/2018 00:00:00	848	0	1807	0	0	1
DC	PRODUCT	12/16/2018 00:00:00	848	0	1807	0	0	1
DC	PRODUCT	12/17/2018 00:00:00	-58	938	2745	906	0	1
DC	PRODUCT	12/18/2018 00:00:00	-58	0	2745	0	0	1
DC	PRODUCT	12/19/2018 00:00:00	-58	0	2745	0	0	1
DC	PRODUCT	12/20/2018 00:00:00	-58	0	2745	0	0	1
DC	PRODUCT	12/21/2018 00:00:00	-58	0	2745	0	0	1
DC	PRODUCT	12/22/2018 00:00:00	-58	0	2745	0	0	1
DC	PRODUCT	12/23/2018 00:00:00	1749	0	938	0	0	1
DC	PRODUCT	12/24/2018 00:00:00	1279	899	1837	470	0	1
DC	PRODUCT	12/25/2018 00:00:00	1279	0	1837	0	0	1
DC	PRODUCT	12/26/2018 00:00:00	1279	0	1837	0	0	1
DC	PRODUCT	12/27/2018 00:00:00	1279	0	1837	0	0	1
DC	PRODUCT	12/28/2018 00:00:00	1279	0	1837	0	0	1
DC	PRODUCT	12/29/2018 00:00:00	1279	0	1837	0	0	1
DC	PRODUCT	12/30/2018 00:00:00	2217	0	899	0	0	1
DC	PRODUCT	12/31/2018 00:00:00	1173	0	899	1044	0	1
DC	PRODUCT	01/01/2019 00:00:00	1173	0	899	0	0	1
DC	PRODUCT	01/02/2019 00:00:00	1173	0	899	0	0	1
DC	PRODUCT	01/03/2019 00:00:00	1173	0	899	0	0	1
DC	PRODUCT	01/04/2019 00:00:00	1173	0	899	0	0	1
DC	PRODUCT	01/05/2019 00:00:00	1173	0	899	0	0	1
DC	PRODUCT	01/06/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/07/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/08/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/09/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/10/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/11/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/12/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/13/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/14/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/15/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/16/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/17/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/18/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/19/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/20/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/21/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/22/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/23/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/24/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/25/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/26/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/27/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/28/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/29/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/30/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	01/31/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	02/01/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	02/02/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	02/03/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	02/04/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	02/05/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	02/06/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	02/07/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	02/08/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	02/09/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	02/10/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	02/11/2019 00:00:00	2072	0	0	0	0	1
DC	PRODUCT	02/12/2019 00:00:00	2072	0	0	0	0	1
